Scheme Name,Date,NAV
Epsilon Largecap Fund,2018-06-29,117.389
Epsilon Largecap Fund,2018-06-30,116.7058
Epsilon Largecap Fund,2018-07-01,116.6843
Epsilon Largecap Fund,2018-07-02,115.9519
Epsilon Largecap Fund,2018-07-03,116.352
Epsilon Largecap Fund,2018-07-04,116.4132
Epsilon Largecap Fund,2018-07-05,115.7044
Epsilon Largecap Fund,2018-07-06,115.5698
Epsilon Largecap Fund,2018-07-07,115.2137
Epsilon Largecap Fund,2018-07-08,115.3933
Epsilon Largecap Fund,2018-07-09,116.0835
Epsilon Largecap Fund,2018-07-10,115.1659
Epsilon Largecap Fund,2018-07-11,115.2435
Epsilon Largecap Fund,2018-07-12,115.1834
Epsilon Largecap Fund,2018-07-13,115.5391
Epsilon Largecap Fund,2018-07-14,115.6657
Epsilon Largecap Fund,2018-07-15,115.3097
Epsilon Largecap Fund,2018-07-16,115.1702
Epsilon Largecap Fund,2018-07-17,114.7921
Epsilon Largecap Fund,2018-07-18,115.3501
Epsilon Largecap Fund,2018-07-19,115.3808
Epsilon Largecap Fund,2018-07-20,116.3514
Epsilon Largecap Fund,2018-07-21,116.3411
Epsilon Largecap Fund,2018-07-22,116.0069
Epsilon Largecap Fund,2018-07-23,115.27
Epsilon Largecap Fund,2018-07-24,114.3884
Epsilon Largecap Fund,2018-07-25,113.6164
Epsilon Largecap Fund,2018-07-26,113.7699
Epsilon Largecap Fund,2018-07-27,114.0443
Epsilon Largecap Fund,2018-07-28,113.2737
Epsilon Largecap Fund,2018-07-29,113.7412
Epsilon Largecap Fund,2018-07-30,113.5197
Epsilon Largecap Fund,2018-07-31,113.6131
Epsilon Largecap Fund,2018-08-01,114.4392
Epsilon Largecap Fund,2018-08-02,114.9076
Epsilon Largecap Fund,2018-08-03,114.7933
Epsilon Largecap Fund,2018-08-04,114.3677
Epsilon Largecap Fund,2018-08-05,113.3118
Epsilon Largecap Fund,2018-08-06,112.9723
Epsilon Largecap Fund,2018-08-07,112.8867
Epsilon Largecap Fund,2018-08-08,112.4131
Epsilon Largecap Fund,2018-08-09,112.3675
Epsilon Largecap Fund,2018-08-10,112.4259
Epsilon Largecap Fund,2018-08-11,112.3335
Epsilon Largecap Fund,2018-08-12,112.0285
Epsilon Largecap Fund,2018-08-13,112.1328
Epsilon Largecap Fund,2018-08-14,112.3738
Epsilon Largecap Fund,2018-08-15,111.8486
Epsilon Largecap Fund,2018-08-16,112.574
Epsilon Largecap Fund,2018-08-17,112.5447
Epsilon Largecap Fund,2018-08-18,112.5742
Epsilon Largecap Fund,2018-08-19,112.9483
Epsilon Largecap Fund,2018-08-20,113.0849
Epsilon Largecap Fund,2018-08-21,113.5815
Epsilon Largecap Fund,2018-08-22,113.745
Epsilon Largecap Fund,2018-08-23,113.4588
Epsilon Largecap Fund,2018-08-24,113.6596
Epsilon Largecap Fund,2018-08-25,113.1077
Epsilon Largecap Fund,2018-08-26,113.182
Epsilon Largecap Fund,2018-08-27,113.1854
Epsilon Largecap Fund,2018-08-28,113.1013
Epsilon Largecap Fund,2018-08-29,113.057
Epsilon Largecap Fund,2018-08-30,112.1361
Epsilon Largecap Fund,2018-08-31,111.8817
Epsilon Largecap Fund,2018-09-01,111.9482
Epsilon Largecap Fund,2018-09-02,112.0481
Epsilon Largecap Fund,2018-09-03,111.5543
Epsilon Largecap Fund,2018-09-04,112.2071
Epsilon Largecap Fund,2018-09-05,111.794
Epsilon Largecap Fund,2018-09-06,112.2987
Epsilon Largecap Fund,2018-09-07,112.5323
Epsilon Largecap Fund,2018-09-08,112.2292
Epsilon Largecap Fund,2018-09-09,113.1369
Epsilon Largecap Fund,2018-09-10,112.5601
Epsilon Largecap Fund,2018-09-11,113.0396
Epsilon Largecap Fund,2018-09-12,113.5599
Epsilon Largecap Fund,2018-09-13,113.2446
Epsilon Largecap Fund,2018-09-14,113.9609
Epsilon Largecap Fund,2018-09-15,113.8558
Epsilon Largecap Fund,2018-09-16,114.0202
Epsilon Largecap Fund,2018-09-17,114.1703
Epsilon Largecap Fund,2018-09-18,114.1232
Epsilon Largecap Fund,2018-09-19,114.5486
Epsilon Largecap Fund,2018-09-20,114.9653
Epsilon Largecap Fund,2018-09-21,114.1111
Epsilon Largecap Fund,2018-09-22,114.7832
Epsilon Largecap Fund,2018-09-23,113.972
Epsilon Largecap Fund,2018-09-24,114.5083
Epsilon Largecap Fund,2018-09-25,115.0916
Epsilon Largecap Fund,2018-09-26,114.5661
Epsilon Largecap Fund,2018-09-27,114.3807
Epsilon Largecap Fund,2018-09-28,113.8479
Epsilon Largecap Fund,2018-09-29,113.7604
Epsilon Largecap Fund,2018-09-30,113.6264
Epsilon Largecap Fund,2018-10-01,114.0362
Epsilon Largecap Fund,2018-10-02,114.7114
Epsilon Largecap Fund,2018-10-03,115.4292
Epsilon Largecap Fund,2018-10-04,115.1681
Epsilon Largecap Fund,2018-10-05,115.0835
Epsilon Largecap Fund,2018-10-06,114.2618
Epsilon Largecap Fund,2018-10-07,113.8789
Epsilon Largecap Fund,2018-10-08,114.3813
Epsilon Largecap Fund,2018-10-09,115.2091
Epsilon Largecap Fund,2018-10-10,114.6119
Epsilon Largecap Fund,2018-10-11,114.3357
Epsilon Largecap Fund,2018-10-12,114.3425
Epsilon Largecap Fund,2018-10-13,114.5026
Epsilon Largecap Fund,2018-10-14,114.1178
Epsilon Largecap Fund,2018-10-15,114.3498
Epsilon Largecap Fund,2018-10-16,114.1329
Epsilon Largecap Fund,2018-10-17,114.1456
Epsilon Largecap Fund,2018-10-18,114.4388
Epsilon Largecap Fund,2018-10-19,114.462
Epsilon Largecap Fund,2018-10-20,114.2638
Epsilon Largecap Fund,2018-10-21,114.229
Epsilon Largecap Fund,2018-10-22,114.2048
Epsilon Largecap Fund,2018-10-23,114.0398
Epsilon Largecap Fund,2018-10-24,113.9304
Epsilon Largecap Fund,2018-10-25,114.7497
Epsilon Largecap Fund,2018-10-26,115.0502
Epsilon Largecap Fund,2018-10-27,114.9225
Epsilon Largecap Fund,2018-10-28,115.2909
Epsilon Largecap Fund,2018-10-29,115.144
Epsilon Largecap Fund,2018-10-30,115.7506
Epsilon Largecap Fund,2018-10-31,115.9554
Epsilon Largecap Fund,2018-11-01,115.9218
Epsilon Largecap Fund,2018-11-02,116.1656
Epsilon Largecap Fund,2018-11-03,115.4002
Epsilon Largecap Fund,2018-11-04,114.8568
Epsilon Largecap Fund,2018-11-05,114.2798
Epsilon Largecap Fund,2018-11-06,114.3713
Epsilon Largecap Fund,2018-11-07,115.2576
Epsilon Largecap Fund,2018-11-08,116.3932
Epsilon Largecap Fund,2018-11-09,116.7322
Epsilon Largecap Fund,2018-11-10,117.0027
Epsilon Largecap Fund,2018-11-11,116.1221
Epsilon Largecap Fund,2018-11-12,115.8708
Epsilon Largecap Fund,2018-11-13,115.4969
Epsilon Largecap Fund,2018-11-14,115.2065
Epsilon Largecap Fund,2018-11-15,115.1424
Epsilon Largecap Fund,2018-11-16,114.9264
Epsilon Largecap Fund,2018-11-17,113.9567
Epsilon Largecap Fund,2018-11-18,114.3507
Epsilon Largecap Fund,2018-11-19,113.8343
Epsilon Largecap Fund,2018-11-20,113.9739
Epsilon Largecap Fund,2018-11-21,115.031
Epsilon Largecap Fund,2018-11-22,114.5913
Epsilon Largecap Fund,2018-11-23,113.3461
Epsilon Largecap Fund,2018-11-24,113.2231
Epsilon Largecap Fund,2018-11-25,113.7936
Epsilon Largecap Fund,2018-11-26,114.7928
Epsilon Largecap Fund,2018-11-27,114.198
Epsilon Largecap Fund,2018-11-28,114.4664
Epsilon Largecap Fund,2018-11-29,114.2537
Epsilon Largecap Fund,2018-11-30,114.2207
Epsilon Largecap Fund,2018-12-01,115.5629
Epsilon Largecap Fund,2018-12-02,114.8314
Epsilon Largecap Fund,2018-12-03,114.9783
Epsilon Largecap Fund,2018-12-04,115.2321
Epsilon Largecap Fund,2018-12-05,115.795
Epsilon Largecap Fund,2018-12-06,115.864
Epsilon Largecap Fund,2018-12-07,116.038
Epsilon Largecap Fund,2018-12-08,115.8622
Epsilon Largecap Fund,2018-12-09,116.0168
Epsilon Largecap Fund,2018-12-10,115.8652
Epsilon Largecap Fund,2018-12-11,116.196
Epsilon Largecap Fund,2018-12-12,116.0312
Epsilon Largecap Fund,2018-12-13,116.2397
Epsilon Largecap Fund,2018-12-14,116.2451
Epsilon Largecap Fund,2018-12-15,116.8281
Epsilon Largecap Fund,2018-12-16,116.8224
Epsilon Largecap Fund,2018-12-17,115.9559
Epsilon Largecap Fund,2018-12-18,116.6069
Epsilon Largecap Fund,2018-12-19,116.174
Epsilon Largecap Fund,2018-12-20,115.8671
Epsilon Largecap Fund,2018-12-21,115.5893
Epsilon Largecap Fund,2018-12-22,116.2965
Epsilon Largecap Fund,2018-12-23,115.2487
Epsilon Largecap Fund,2018-12-24,116.8375
Epsilon Largecap Fund,2018-12-25,117.3856
Epsilon Largecap Fund,2018-12-26,117.5172
Epsilon Largecap Fund,2018-12-27,117.5097
Epsilon Largecap Fund,2018-12-28,117.6725
Epsilon Largecap Fund,2018-12-29,117.9531
Epsilon Largecap Fund,2018-12-30,118.2957
Epsilon Largecap Fund,2018-12-31,118.5935
Epsilon Largecap Fund,2019-01-01,118.6583
Epsilon Largecap Fund,2019-01-02,118.5796
Epsilon Largecap Fund,2019-01-03,118.524
Epsilon Largecap Fund,2019-01-04,118.4465
Epsilon Largecap Fund,2019-01-05,119.0334
Epsilon Largecap Fund,2019-01-06,119.3502
Epsilon Largecap Fund,2019-01-07,117.9
Epsilon Largecap Fund,2019-01-08,118.2479
Epsilon Largecap Fund,2019-01-09,118.3653
Epsilon Largecap Fund,2019-01-10,118.3759
Epsilon Largecap Fund,2019-01-11,118.2017
Epsilon Largecap Fund,2019-01-12,118.7837
Epsilon Largecap Fund,2019-01-13,119.2775
Epsilon Largecap Fund,2019-01-14,118.9111
Epsilon Largecap Fund,2019-01-15,119.1346
Epsilon Largecap Fund,2019-01-16,118.6688
Epsilon Largecap Fund,2019-01-17,117.999
Epsilon Largecap Fund,2019-01-18,117.7056
Epsilon Largecap Fund,2019-01-19,118.1568
Epsilon Largecap Fund,2019-01-20,118.6534
Epsilon Largecap Fund,2019-01-21,118.9299
Epsilon Largecap Fund,2019-01-22,119.3124
Epsilon Largecap Fund,2019-01-23,119.5905
Epsilon Largecap Fund,2019-01-24,119.2898
Epsilon Largecap Fund,2019-01-25,119.5258
Epsilon Largecap Fund,2019-01-26,119.946
Epsilon Largecap Fund,2019-01-27,120.3431
Epsilon Largecap Fund,2019-01-28,120.9576
Epsilon Largecap Fund,2019-01-29,121.3317
Epsilon Largecap Fund,2019-01-30,121.5274
Epsilon Largecap Fund,2019-01-31,122.0825
Epsilon Largecap Fund,2019-02-01,122.0892
Epsilon Largecap Fund,2019-02-02,121.6683
Epsilon Largecap Fund,2019-02-03,121.6068
Epsilon Largecap Fund,2019-02-04,121.2543
